PLAYER,HEIGHT,WEIGHT,MIN,FGA,FGA (LESS THAN 8FT),FGA (8-16 FT),FGA (16-24 FT),FGA (24+ FT),OFF BOX OUTS,DEF BOX OUTS,ISO %,ROLL-HANDLE %,ROLL-MAN %,POST-UP %,DIST MILES OFF,DIST MILES DEF,DFGA,TOUCHES,FRONT CT TOUCHES,TIME OF POSS,AVG SEC/TOUCH,AVG DRIB/TOUCH,ELBOW TOUCHES,POST UPS,PAINT TOUCHES
De'Aaron Fox,0.3,0.165562914,1426,0.485273492,0.515895954,0.215317919,0.046242775,0.221098266,0,0.01542777,0.108,0.397,,,0.395511921,0.690042076,0.3118819,0.813340503,0.434907481,0.838637753,0.830188679,0.726735598,0.044311339,0.006547852,0.067962856
De'Andre Hunter,0.5,0.430463576,2018,0.338453915,0.330893119,0.112737921,0.111273792,0.442166911,0.033212325,0.086223984,0.04,0.19,0.032,0.022,0.413280476,0.707631318,0.40361109,0.390382646,0.434519983,0.175090849,0.360062893,0.223042836,0.058710329,0.029304178,0.080769804
De'Anthony Melton,0.25,0.264900662,1011,0.349159248,0.433427762,0.107648725,0.127478754,0.325779037,0.039775948,0.045499505,0.031,0.233,,,0.411473788,0.71810089,0.382332801,0.648476815,0.539862945,0.418618638,0.517295597,0.382570162,0.093750697,0.018471289,0.183006536
DeAndre Jordan,0.7,0.695364238,1234,0.232576985,0.979094077,0.013937282,0.006968641,0,0.380192304,0.257698541,,,0.223,0.026,0.345218801,0.585089141,0.498067573,0.525113889,0.522515292,0.157325117,0.240566038,0.035450517,0.534460645,0.042877639,0.688986345
DeAndre' Bembry,0.4,0.331125828,915,0.249180328,0.631578947,0.074561404,0.00877193,0.276315789,0.014649721,0.052459016,,0.163,,,0.4,0.751912568,0.352669189,0.48262395,0.406429674,0.322504454,0.534591195,0.392909897,0.107902954,0.003401543,0.151655416
DeMar DeRozan,0.45,0.397350993,2091,0.457197513,0.44874477,0.341004184,0.178870293,0.031380753,0,0.085126734,0.133,0.346,,0.1,0.402199904,0.630320421,0.201596586,0.581766158,0.526327326,0.557070858,0.770440252,0.646971935,0.122764767,0.157778905,0.069522979
DeMarre Carroll,0.45,0.364238411,231,0.233766234,0.37037037,0.12962963,0,0.5,0.058028114,0.103896104,,,,,0.372294372,0.683982684,0.506715507,0.454618492,0.370394312,0.201703059,0.364779874,0.193500739,0.034192624,0,0.095351272
Dean Wade,0.6,0.450331126,71,0.183098592,0.692307692,0,0,0.307692308,0,0.253521127,,,,,0.436619718,0.732394366,0.487540628,0.429268769,0.330807844,0.164061291,0.253144654,0.085672083,0.055623213,0,0.27920464
Deandre Ayton,0.7,0.59602649,996,0.46686747,0.643010753,0.249462366,0.101075269,0.006451613,0.269166554,0.118473896,,,0.194,0.227,0.376506024,0.672690763,0.701524045,0.619659812,0.620422868,0.202715624,0.261006289,0.05465288,0.709754431,0.637482012,0.970831037
Dejounte Murray,0.35,0.132450331,1447,0.371112647,0.432029795,0.249534451,0.152700186,0.165735568,0,0.02902557,0.098,0.297,,,0.443676572,0.727021424,0.382488969,0.723695345,0.403475181,0.630583423,0.701257862,0.59379616,0.081877985,0.008603766,0.106553564
Delon Wright,0.4,0.165562914,1412,0.269830028,0.585301837,0.083989501,0.023622047,0.299212598,0.056959608,0.050991501,0.063,0.303,,,0.422096317,0.675637394,0.316245369,0.657874613,0.504567866,0.519721072,0.636792453,0.516986706,0.058735277,0.002204258,0.129473791
Dennis Schroder,0.2,0.079470199,1952,0.484118852,0.322751323,0.2,0.138624339,0.334391534,0,0.024590164,0.096,0.384,,,0.391393443,0.710040984,0.286491173,0.765244535,0.629412119,0.620608899,0.652515723,0.509601182,0.040463608,0.001594473,0.041750375
Dennis Smith Jr.,0.25,0.298013245,537,0.39292365,0.417061611,0.123222749,0.203791469,0.255924171,0,0.022346369,0.116,0.401,,,0.418994413,0.70018622,0.402282386,0.883422685,0.485284576,0.853200183,0.775157233,0.680945347,0.036771398,0.011591852,0.090237461
Denzel Valentine,0.35,0.397350993,488,0.485655738,0.151898734,0.189873418,0.080168776,0.569620253,0,0.036885246,0.038,0.32,,,0.405737705,0.68852459,0.368852459,0.505071576,0.586725544,0.262565304,0.416666667,0.286558346,0.048556329,0,0.040621986
Deonte Burton,0.35,0.529801325,284,0.36971831,0.495238095,0.019047619,0.047619048,0.419047619,0.047198924,0.197183099,,,,,0.36971831,0.697183099,0.388226797,0.370944208,0.415478899,0.150389517,0.327044025,0.184638109,0.111246426,0,0.108579582
Derrick Favors,0.6,0.695364238,1089,0.280073462,0.829508197,0.114754098,0.032786885,0.02295082,0.320033842,0.343434343,,,0.272,0.042,0.382001837,0.679522498,0.584045584,0.597770515,0.56384446,0.156880157,0.210691824,0.042836041,0.631009342,0.137186212,0.663413697
Derrick Jones Jr.,0.45,0.331125828,1249,0.258606886,0.582043344,0.018575851,0.009287926,0.374613003,0.053660906,0.113690953,,0.025,0.07,,0.376301041,0.70296237,0.403604935,0.346667369,0.32729532,0.108804993,0.254716981,0.091580502,0.164420258,0.002491923,0.280396867
Derrick Rose,0.25,0.264900662,1298,0.580123267,0.491367862,0.207171315,0.1062417,0.193891102,0,0.016949153,0.084,0.552,,,0.413713405,0.650231125,0.300956106,0.807535451,0.444190054,0.924329907,0.919811321,0.809453471,0.045638461,0.002397852,0.049210953
Derrick Walton Jr.,0.15,0.165562914,248,0.157258065,0.076923077,0.153846154,0.153846154,0.615384615,0,0.048387097,,,,,0.399193548,0.725806452,0.321029777,0.547686443,0.358533962,0.422722439,0.610062893,0.468242245,0.015924388,0,0.026644529
Derrick White,0.35,0.198675497,1468,0.316076294,0.418103448,0.163793103,0.073275862,0.338362069,0,0.044959128,0.029,0.325,,,0.426430518,0.675749319,0.506794522,0.664823713,0.400369991,0.60040323,0.726415094,0.596750369,0.048424023,0.002120172,0.060016741
Devin Booker,0.4,0.304635762,2241,0.498884427,0.322003578,0.254919499,0.110912343,0.311270125,0.017944437,0.061579652,0.109,0.264,0.008,0.054,0.417224453,0.662204373,0.249373563,0.552287006,0.630342148,0.450479165,0.655660377,0.512555391,0.278438734,0.162495415,0.13858484
Devon Hall,0.25,0.364238411,20,0.25,0.4,0.2,0,0.4,0,0.3,,,,,0.4,0.7,0.224358974,0.563181962,0.36349481,0.582417582,0.797169811,0.695716396,0,0,0
Devonte' Graham,0.2,0.231788079,2211,0.435549525,0.219106957,0.096573209,0.07788162,0.603322949,0,0.047942108,0.079,0.45,,,0.406603347,0.630483944,0.257685929,0.841319263,0.551634958,0.888597307,0.849056604,0.734121123,0.035723637,0,0.028890012
Dewan Hernandez,0.65,0.496688742,11,0.454545455,0.8,0,0,0.2,0,0.727272727,,,,,0.454545455,0.727272727,0.512820513,0.511983601,0.457545914,0.352980353,0.413522013,0.190546529,0.359022556,0.282946562,0.400475342
Dewayne Dedmon,0.75,0.562913907,774,0.329457364,0.458823529,0.066666667,0.054901961,0.419607843,0.277095491,0.26873385,,,0.296,0.043,0.374677003,0.674418605,0.518617902,0.49778129,0.443621175,0.155512016,0.248427673,0.053175775,0.336757592,0.112593722,0.443937782
Dillon Brooks,0.5,0.430463576,1851,0.499729876,0.295135135,0.205405405,0.112432432,0.385945946,0.021725275,0.083198271,0.045,0.226,,0.017,0.377093463,0.69800108,0.384546122,0.48752905,0.591549547,0.255915523,0.422955975,0.246676514,0.066140838,0.021859189,0.084487099
Dion Waiters,0.3,0.331125828,42,0.619047619,0.230769231,0,0.115384615,0.653846154,0,0.047619048,,,,,0.380952381,0.666666667,0.073260073,0.489037558,0.386130018,0.462236177,0.751572327,0.617429838,0,0,0
Domantas Sabonis,0.7,0.529801325,2159,0.392774433,0.715801887,0.067216981,0.137971698,0.079009434,0.298015623,0.162112089,0.01,,0.303,0.171,0.387216304,0.677165354,0.465552666,0.837185184,0.831193105,0.298537343,0.287735849,0.11521418,0.963989699,0.543482812,0.533565225
Donovan Mitchell,0.2,0.364238411,2165,0.570438799,0.339271255,0.199190283,0.114979757,0.343319838,0,0.105311778,0.075,0.483,,,0.385681293,0.630946882,0.245040564,0.657364409,0.503429656,0.649222986,0.794025157,0.660265879,0.031010262,0,0.064094552
Donta Hall,0.6,0.456953642,48,0.083333333,1,0,0,0,0,0.25,,,,,0.4375,0.666666667,0.459401709,0.476220041,0.500970411,0.161782662,0.317610063,0.081240768,0.65820802,0,0.412990196
Donte DiVincenzo,0.35,0.284768212,1362,0.331864905,0.409292035,0.053097345,0.050884956,0.480088496,0.039367091,0.027900147,0.038,0.188,,,0.407488987,0.734214391,0.311852856,0.558220006,0.453701304,0.28507958,0.410377358,0.273264402,0.086987844,0.004570356,0.143930014
Dorian Finney-Smith,0.5,0.397350993,1898,0.240779768,0.374179431,0.024070022,0.024070022,0.577680525,0.007062431,0.12118019,,0.039,0.075,,0.390410959,0.695468915,0.443179055,0.395515504,0.403653959,0.141154946,0.287735849,0.124076809,0.093633385,0.004919513,0.178715814
Doug McDermott,0.5,0.430463576,1242,0.395330113,0.313645621,0.061099796,0.083503055,0.541751527,0.032378006,0.117552335,,,,,0.433977456,0.716586151,0.344151286,0.396633313,0.544364208,0.103165755,0.209119497,0.075332349,0.069954476,0.002505968,0.111726816
Dragan Bender,0.75,0.589403974,286,0.321678322,0.467391304,0.065217391,0,0.467391304,0,0.202797203,,,0.194,,0.398601399,0.664335664,0.576923077,0.664883681,0.668720952,0.176490176,0.212264151,0.051698671,0.193319838,0.152355841,0.323460853
Draymond Green,0.45,0.463576159,1222,0.258592471,0.367088608,0.139240506,0.085443038,0.408227848,0.021938616,0.273322422,0.031,0.084,0.084,0.089,0.364157119,0.653027823,0.441898527,0.818449187,0.651206237,0.422594318,0.41509434,0.268833087,0.222993552,0.305637857,0.12256774
Drew Eubanks,0.6,0.562913907,130,0.215384615,0.714285714,0.214285714,0.035714286,0.035714286,0.20622299,0.246153846,,,,,0.4,0.738461538,0.620315582,0.428120224,0.387154235,0.119470273,0.240566038,0.059084195,0.334167149,0.191533057,0.423579688
Duncan Robinson,0.5,0.364238411,1949,0.314520267,0.08319739,0.016313214,0.014681892,0.884176183,0.006877627,0.071831709,,0.023,0.02,,0.415084659,0.659825552,0.308836879,0.367998354,0.454780971,0.099609643,0.216981132,0.0605613,0.062815132,0.004790783,0.047465266
Dusty Hannahs,0.3,0.331125828,13,0.692307692,0.555555556,0,0.111111111,0.333333333,0,0,,,,,0.384615385,0.615384615,0.522682446,0.509666934,0.516205647,0.298675683,0.643081761,0.627769572,0,0,0
Dwayne Bacon,0.45,0.40397351,687,0.355167394,0.504098361,0.159836066,0.06147541,0.274590164,0.019511637,0.049490539,0.073,0.165,,0.033,0.387190684,0.675400291,0.284402642,0.492344193,0.605621181,0.24302723,0.397798742,0.254062038,0.051736875,0.036243519,0.054504286
Dwight Howard,0.65,0.695364238,1193,0.215423303,0.964980545,0.007782101,0.007782101,0.019455253,1,0.202849958,,,0.093,0.093,0.372170997,0.67225482,0.537322415,0.523166913,0.398909128,0.1432041,0.221698113,0.056129985,0.301241894,0.112182501,0.679431762
Dwight Powell,0.65,0.529801325,1061,0.215834119,0.80349345,0.021834061,0.004366812,0.170305677,0.088436815,0.243166824,,,0.27,,0.397737983,0.654099906,0.535054013,0.471477941,0.419548856,0.135403396,0.232704403,0.066469719,0.30521993,0.011733882,0.4380317
Dzanan Musa,0.6,0.377483444,404,0.344059406,0.482014388,0.050359712,0,0.467625899,0,0.014851485,0.053,0.179,,,0.400990099,0.702970297,0.402386392,0.508405382,0.467864607,0.269103833,0.419811321,0.314623338,0.0293261,0,0.125396363
E'Twaun Moore,0.3,0.205298013,958,0.427974948,0.336585366,0.195121951,0.07804878,0.390243902,0.013992165,0.068893528,0.05,0.14,,,0.416492693,0.697286013,0.260425031,0.471335511,0.530619531,0.247233629,0.422955975,0.338257016,0.094814934,0.006497729,0.108061457
Ed Davis,0.6,0.38410596,268,0.126865672,0.882352941,0.088235294,0.029411765,0,0.500167701,0.447761194,,,0.192,,0.402985075,0.686567164,0.692690394,0.562440282,0.425677045,0.188343994,0.259433962,0.066469719,0.427344013,0.023226957,0.460247781
Edmond Sumner,0.35,0.238410596,346,0.320809249,0.576576577,0.081081081,0,0.342342342,0,0.075144509,,0.221,,,0.404624277,0.751445087,0.259004002,0.403093515,0.496189002,0.224438375,0.448113208,0.317577548,0.011414012,0,0.063659375
Elfrid Payton,0.3,0.231788079,1246,0.353130016,0.609090909,0.170454545,0.063636364,0.156818182,0.032274064,0.019261637,0.038,0.484,,,0.422150883,0.690208668,0.433181051,0.897602824,0.549348867,0.847606112,0.761006289,0.661742984,0.076068985,0.007493769,0.123742381
Elie Okobo,0.3,0.198675497,707,0.256011315,0.425414365,0.149171271,0.033149171,0.386740331,0,0.028288543,0.06,0.274,,,0.42291372,0.712871287,0.338555834,0.745973611,0.416055424,0.686489371,0.742138365,0.666174298,0.04468739,0,0.052962439
Emmanuel Mudiay,0.3,0.264900662,752,0.384308511,0.397923875,0.276816609,0.062283737,0.259515571,0.035650251,0.021276596,0.054,0.354,,0.028,0.445478723,0.675531915,0.306873977,0.772260622,0.538400659,0.68155249,0.709119497,0.59379616,0.042013278,0.024833076,0.049793144
Enes Kanter,0.65,0.59602649,891,0.349046016,0.91318328,0.035369775,0.028938907,0.022508039,0.827437925,0.28956229,,,0.108,0.227,0.362514029,0.68013468,0.546058879,0.47814881,0.581817644,0.169953503,0.286163522,0.072378139,0.195024599,0.457604933,0.711956163
Eric Bledsoe,0.2,0.357615894,1524,0.434383202,0.493957704,0.132930514,0.069486405,0.303625378,0.0263868,0.047244094,0.093,0.287,,,0.395669291,0.709973753,0.354835453,0.677131315,0.41684848,0.598723237,0.710691824,0.596750369,0.054418773,0.030633978,0.101169952
Eric Gordon,0.3,0.364238411,972,0.450617284,0.299086758,0.03196347,0.011415525,0.652968037,0,0.074074074,0.091,0.13,0.027,,0.333333333,0.650205761,0.249023953,0.404220411,0.434375722,0.207720948,0.416666667,0.304283604,0.036567112,0.025616561,0.033990963
Eric Mika,0.65,0.483443709,19,0.157894737,0.666666667,0.333333333,0,0,0,0.315789474,,,,,0.421052632,0.736842105,0.391363023,0.383591429,0.323760559,0.204357046,0.20754717,0.039881832,0.415710328,0,0.347781218
Eric Paschall,0.45,0.629139073,1654,0.38694075,0.5140625,0.1359375,0.1484375,0.1984375,0.008104289,0.123337364,0.137,0.044,0.046,0.093,0.409915357,0.709794438,0.321132918,0.574238098,0.621771886,0.269963813,0.377358491,0.200886263,0.255483403,0.327424256,0.214402004
Ersan Ilyasova,0.6,0.496688742,896,0.323660714,0.455172414,0.072413793,0.044827586,0.427586207,0.134643359,0.1875,,,0.171,0.034,0.408482143,0.694196429,0.353422619,0.525394937,0.481206213,0.143004317,0.218553459,0.062038405,0.211566864,0.052105115,0.331867122
Evan Fournier,0.5,0.298013245,1931,0.450025893,0.286536249,0.14269275,0.102416571,0.46835443,0,0.050750906,0.04,0.324,,,0.414810979,0.694976696,0.314371456,0.465958573,0.63973233,0.283517622,0.490566038,0.333825702,0.085897681,0.008059068,0.042204418
Evan Turner,0.45,0.397350993,251,0.266932271,0.373134328,0.417910448,0.134328358,0.074626866,0,0.103585657,,0.255,,,0.402390438,0.677290837,0.444887118,0.67312585,0.445595844,0.556893306,0.66509434,0.519940916,0.047202169,0.148800582,0.114079629
Frank Jackson,0.3,0.298013245,656,0.391768293,0.3307393,0.143968872,0.058365759,0.459143969,0,0.054878049,0.04,0.241,,,0.407012195,0.701219512,0.35119606,0.487835164,0.481647672,0.254511748,0.421383648,0.323485968,0.042141367,0,0.047007014
Frank Kaminsky,0.75,0.529801325,718,0.388579387,0.458781362,0.103942652,0.039426523,0.397849462,0.205361335,0.35097493,,,0.236,0.091,0.396935933,0.635097493,0.516034569,0.651954868,0.679946366,0.194679972,0.242138365,0.076809453,0.698543888,0.203737287,0.368124966
Frank Mason,0.1,0.198675497,53,0.358490566,0.315789474,0.052631579,0.105263158,0.526315789,0,0,,,,,0.377358491,0.641509434,0.19109821,0.675068278,0.506465918,0.659340659,0.775157233,0.686853767,0.074514115,0,0.083117524
Frank Ntilikina,0.35,0.264900662,1187,0.280539174,0.255255255,0.141141141,0.192192192,0.408408408,0,0.02021904,0.04,0.386,,,0.411962932,0.700926706,0.351781047,0.787321628,0.485727625,0.673844549,0.688679245,0.580502216,0.046579169,0,0.037112289
Fred VanVleet,0.2,0.245033113,1719,0.40779523,0.398002853,0.058487874,0.061340942,0.479315264,0,0.073298429,0.077,0.325,,,0.406631763,0.675974404,0.320550111,0.720189916,0.561500015,0.646001274,0.720125786,0.638109306,0.029866332,0.003621189,0.047409385
Furkan Korkmaz,0.5,0.278145695,1398,0.367668097,0.212062257,0.112840467,0.058365759,0.614785992,0,0.020028612,,0.111,0.051,,0.429899857,0.702432046,0.303547192,0.384364698,0.496420225,0.155533546,0.323899371,0.220088626,0.101697376,0,0.059870777
Gabe Vincent,0.3,0.264900662,42,0.452380952,0.052631579,0.105263158,0,0.842105263,0,0.142857143,,,,,0.19047619,0.380952381,0.375457875,0.189304861,0.226352079,0.092447235,0.34591195,0.153618907,0,0,0.0524432
Garrett Temple,0.4,0.231788079,1547,0.338720103,0.229007634,0.061068702,0.049618321,0.660305344,0.008664832,0.038784745,0.044,0.151,0.021,,0.390433096,0.677440207,0.404173504,0.457629511,0.451860685,0.24094845,0.422955975,0.29689808,0.040845488,0.014083313,0.054104296
Garrison Mathews,0.4,0.364238411,227,0.246696035,0.071428571,0.053571429,0.053571429,0.821428571,0.059050636,0.123348018,,,,,0.400881057,0.775330396,0.26318762,0.25977297,0.364603401,0.068419099,0.22327044,0.113737075,0.017397569,0,0.019406294
Gary Clark,0.45,0.430463576,425,0.237647059,0.128712871,0.01980198,0,0.851485149,0.031539987,0.188235294,,,,,0.4,0.710588235,0.412669683,0.434955757,0.34342858,0.127903469,0.231132075,0.056129985,0.111508182,0.007323323,0.15029604
Gary Harris,0.35,0.331125828,1780,0.291573034,0.410404624,0.10982659,0.080924855,0.396917148,0,0.031460674,0.021,0.123,,,0.373033708,0.670786517,0.237827715,0.329608478,0.436068104,0.159237766,0.391509434,0.274741507,0.057685647,0,0.063108614
Gary Payton II,0.3,0.231788079,432,0.268518519,0.551724138,0.043103448,0.017241379,0.387931034,0.031028922,0.023148148,,0.072,,,0.428240741,0.810185185,0.42022792,0.467017721,0.458252004,0.197734364,0.333333333,0.199409158,0.091417781,0.021613973,0.265129509
Gary Trent Jr.,0.4,0.324503311,1060,0.330188679,0.182857143,0.125714286,0.117142857,0.571428571,0.050582998,0.032075472,0.068,0.156,,,0.362264151,0.660377358,0.308176101,0.287529081,0.333950964,0.142857143,0.399371069,0.273264402,0.040982764,0.008808714,0.033247009
George Hill,0.3,0.185430464,1103,0.304623753,0.395833333,0.086309524,0.06547619,0.449404762,0.145833121,0.061650045,0.062,0.305,,,0.393472348,0.679963735,0.379384894,0.670676401,0.448696432,0.580833491,0.696540881,0.568685377,0.078770135,0.01128708,0.125806624
Georges Niang,0.5,0.463576159,772,0.343264249,0.218867925,0.067924528,0.01509434,0.698113208,0,0.163212435,,0.056,0.047,,0.419689119,0.683937824,0.321177096,0.492634023,0.44766798,0.165973922,0.270440252,0.124076809,0.035809245,0.016126488,0.031384402
Giannis Antetokounmpo,0.7,0.543046358,1763,0.646057856,0.595258999,0.115891133,0.050921861,0.237928007,0.144461369,0.107770845,0.145,0.066,0.067,0.116,0.393079977,0.654566081,0.343746819,0.869642694,0.738440523,0.563807529,0.522012579,0.320531758,0.723543473,0.428993851,0.424780992
Glenn Robinson III,0.45,0.410596026,1744,0.331422018,0.337370242,0.160899654,0.171280277,0.328719723,0.015372127,0.038990826,0.036,0.079,,,0.424311927,0.747706422,0.348888497,0.451335787,0.499260249,0.166977518,0.297169811,0.163958641,0.122281765,0.01070784,0.185656143
Goga Bitadze,0.7,0.59602649,410,0.314634146,0.372093023,0.201550388,0.147286822,0.271317829,0.196163332,0.297560976,,,0.368,,0.395121951,0.673170732,0.711069418,0.594694295,0.545583204,0.151523273,0.209119497,0.044313146,0.732055749,0.09868624,0.445895106
Goran Dragic,0.3,0.198675497,1531,0.433050294,0.297134238,0.140271493,0.090497738,0.470588235,0.008755385,0.028739386,0.049,0.394,,,0.415414762,0.629653821,0.26696143,0.742628998,0.502241233,0.73293569,0.794025157,0.676514032,0.082544703,0.026428059,0.08919797
Gordon Hayward,0.5,0.430463576,1501,0.404397069,0.345963756,0.232289951,0.110378913,0.311367381,0.062512632,0.079946702,0.06,0.262,0.022,0.018,0.423051299,0.702198534,0.202514563,0.569648722,0.586047595,0.325936555,0.460691824,0.305760709,0.181544384,0.024882709,0.159950012
Gorgui Dieng,0.65,0.609271523,1012,0.338932806,0.379008746,0.099125364,0.10787172,0.413994169,0.211928765,0.252964427,,,0.257,0.049,0.395256917,0.650197628,0.572742475,0.681553618,0.717816597,0.222531092,0.261006289,0.096011817,0.464387872,0.159926317,0.378710377
Grant Williams,0.45,0.503311258,970,0.197938144,0.421875,0.114583333,0.020833333,0.432291667,0.428391058,0.26185567,,,0.095,0.069,0.390721649,0.715463918,0.534760772,0.412909031,0.424894012,0.144103319,0.279874214,0.100443131,0.175069762,0.089842826,0.236156593
Grayson Allen,0.35,0.251655629,498,0.353413655,0.335227273,0.142045455,0.005681818,0.517045455,0,0.0562249,,0.16,,,0.415662651,0.734939759,0.356039543,0.451689761,0.521042915,0.233902644,0.411949686,0.245199409,0.039651086,0,0.030960443
Hamidou Diallo,0.4,0.278145695,699,0.313304721,0.671232877,0.123287671,0.0456621,0.159817352,0.038353346,0.048640916,,0.051,0.051,,0.396280401,0.703862661,0.335827739,0.351188954,0.351214309,0.161088316,0.364779874,0.259970458,0.135596502,0.004452664,0.179612331
Harrison Barnes,0.55,0.430463576,2231,0.31869117,0.517580872,0.112517581,0.028129395,0.340365682,0.066091187,0.11474675,0.082,0.094,0.063,0.16,0.402958315,0.687584043,0.305428174,0.43329685,0.460713347,0.193181986,0.358490566,0.174298375,0.127452203,0.339003209,0.136244188
Harry Giles III,0.7,0.529801325,579,0.357512953,0.594202899,0.22705314,0.178743961,0,0.185208903,0.231433506,0.068,,0.186,0.08,0.366148532,0.67357513,0.432000354,0.496639178,0.520589086,0.167650427,0.27672956,0.084194978,0.948092381,0.209644344,0.513562938
Hassan Whiteside,0.75,0.695364238,1911,0.353741497,0.770710059,0.155325444,0.063609467,0.01035503,0.406834471,0.121402407,0.017,,0.277,0.114,0.356357928,0.635269492,0.627473869,0.511053782,0.43895038,0.170671819,0.267295597,0.05760709,0.584844175,0.2785047,0.665048926
Henry Ellenson,0.65,0.529801325,15,0.466666667,0.428571429,0,0,0.571428571,0,0,,,,,0.466666667,0.8,0.52991453,0.640481446,0.596504303,0.258852259,0.210691824,0.087149188,0,0,0.293681917
Ian Mahinmi,0.7,0.675496689,808,0.25990099,0.804761905,0.057142857,0.014285714,0.119047619,0.315204695,0.314356436,,,0.184,0.039,0.399752475,0.685643564,0.547251841,0.634276714,0.595904477,0.192217024,0.245283019,0.091580502,0.522982115,0.050075939,0.520667508
Ignas Brazdeikis,0.45,0.40397351,53,0.41509434,0.318181818,0.136363636,0.136363636,0.409090909,0,0,,,,,0.339622642,0.641509434,0.244315433,0.281278449,0.390400812,0.146520147,0.440251572,0.265878877,0,0.058724758,0.041558762
Iman Shumpert,0.4,0.344370861,241,0.265560166,0.1875,0.078125,0.21875,0.515625,0,0.074688797,,0.192,,,0.377593361,0.730290456,0.246302798,0.386268321,0.368947812,0.193333637,0.389937107,0.243722304,0.131095373,0,0.100534266
Isaac Bonga,0.55,0.132450331,1026,0.179337232,0.641304348,0.043478261,0.016304348,0.293478261,0.065324047,0.079922027,0.056,0.052,,,0.391812865,0.752436647,0.438096666,0.379070991,0.426230231,0.166513149,0.356918239,0.234859675,0.103927582,0.00303354,0.193211788
Isaiah Hartenstein,0.75,0.59602649,266,0.251879699,0.865671642,0.059701493,0,0.074626866,0.50392836,0.37593985,,,0.234,,0.409774436,0.751879699,0.842008868,0.566669156,0.512971276,0.189760115,0.262578616,0.059084195,0.415710328,0.070204786,0.68728193
Isaiah Roby,0.55,0.463576159,11,0.090909091,1,0,0,0,0,0.363636364,,,,,0.363636364,0.727272727,0.641025641,0.150583412,0.10167687,0,0.488993711,0.443131462,0,0,0
Isaiah Thomas,0,0.165562914,925,0.460540541,0.187793427,0.220657277,0.147887324,0.443661972,0,0.017297297,0.026,0.37,,,0.379459459,0.577297297,0.330699931,0.761056705,0.513275831,0.633838234,0.668238994,0.545051699,0.034155659,0,0.026193252
Ish Smith,0.15,0.099337748,1569,0.370299554,0.373493976,0.187607573,0.180722892,0.258175559,0.008543336,0.033142129,0.1,0.321,,,0.446144041,0.694710006,0.314915592,0.756314545,0.419862613,0.650842678,0.693396226,0.646971935,0.022653431,0,0.040711164
Ivica Zubac,0.75,0.529801325,1156,0.290657439,0.889880952,0.068452381,0.035714286,0.005952381,0.405845418,0.249134948,,,0.224,0.063,0.398788927,0.693771626,0.718436696,0.639927397,0.578573053,0.178016908,0.224842767,0.05465288,0.604685915,0.110388321,0.752623425
J.J. Barea,0.05,0.132450331,390,0.458974359,0.357541899,0.156424581,0.061452514,0.418994413,0,0.020512821,0.126,0.486,,,0.428205128,0.630769231,0.168310322,0.84434822,0.587900876,0.826336057,0.786163522,0.762186115,0.020252554,0,0.022590917
J.P. Macura,0.35,0.284768212,1,0,,,,,0,0,,,,,0,0,,0.331283507,0.559222784,0,0.452830189,0.147710487,0,0,0
JJ Redick,0.3,0.264900662,1425,0.391578947,0.109318996,0.073476703,0.197132616,0.61827957,0.018813325,0.081403509,0.02,0.127,0.019,,0.437192982,0.72,0.228070175,0.434271993,0.577667325,0.160760877,0.298742138,0.171344165,0.08868487,0,0.03245958
Ja Morant,0.3,0.092715232,1772,0.451467269,0.585,0.1975,0.04375,0.16875,0.007564613,0.053047404,0.085,0.499,,,0.433972912,0.681715576,0.352491752,0.808765491,0.521036578,0.843607108,0.839622642,0.697193501,0.060174774,0.00175644,0.118085985
JaKarr Sampson,0.5,0.357615894,340,0.238235294,0.703703704,0.12345679,0.012345679,0.160493827,0.078849967,0.182352941,,,,,0.411764706,0.735294118,0.477375566,0.325437327,0.305927758,0.114199526,0.268867925,0.11225997,0.104538921,0.064079074,0.304479047
JaMychal Green,0.55,0.443708609,1130,0.267256637,0.291390728,0.01986755,0.016556291,0.67218543,0.249110073,0.237168142,,,0.146,0.049,0.394690265,0.700884956,0.380984797,0.468487649,0.38353775,0.120263218,0.202830189,0.051698671,0.101352385,0.055086941,0.189073978
JaVale McGee,0.75,0.728476821,1023,0.276637341,0.872791519,0.098939929,0.007067138,0.017667845,0.183443716,0.218963832,0.03,,0.127,0.072,0.372434018,0.699902248,0.632754342,0.453693248,0.396321132,0.121455605,0.212264151,0.05760709,0.521161775,0.17341886,0.714826954
Jabari Parker,0.55,0.562913907,852,0.468309859,0.573934837,0.09273183,0.042606516,0.285714286,0.251727594,0.131455399,0.035,0.041,0.11,0.068,0.435446009,0.732394366,0.452780787,0.666844148,0.559222784,0.241534678,0.290880503,0.141802068,0.22712812,0.146122637,0.302471693
Jacob Evans,0.35,0.331125828,418,0.320574163,0.186567164,0.231343284,0.291044776,0.291044776,0,0.066985646,,0.343,,,0.43062201,0.741626794,0.411605938,0.671285001,0.560560638,0.427292006,0.506289308,0.344165436,0.085031658,0.014891924,0.073771773
Jae Crowder,0.45,0.496688742,1695,0.302654867,0.231968811,0.025341131,0.050682261,0.692007797,0.023724769,0.066076696,,0.102,,,0.379351032,0.671386431,0.336056274,0.542562251,0.502475693,0.194711876,0.287735849,0.143279173,0.060578437,0.014689851,0.080567606
