PLAYER,HEIGHT,WEIGHT,MIN,FGA,FGA (LESS THAN 8FT),FGA (8-16 FT),FGA (16-24 FT),FGA (24+ FT),OFF BOX OUTS,DEF BOX OUTS,ISO %,ROLL-HANDLE %,ROLL-MAN %,POST-UP %,DIST MILES OFF,DIST MILES DEF,DFGA,TOUCHES,FRONT CT TOUCHES,TIME OF POSS,AVG SEC/TOUCH,AVG DRIB/TOUCH,ELBOW TOUCHES,POST UPS,PAINT TOUCHES
Willie Cauley-Stein,0.75,0.529801325,1097,0.275296263,0.745033113,0.145695364,0.105960265,0.003311258,0.109973062,0.324521422,0.063,,0.201,0.104,0.396536007,0.71467639,0.596849216,0.51398772,0.511303968,0.169893916,0.264150943,0.091580502,0.720008773,0.289394751,0.600347948
Willy Hernangomez,0.7,0.59602649,375,0.370666667,0.726618705,0.09352518,0.021582734,0.158273381,0.321707865,0.176,,,0.197,0.167,0.386666667,0.677333333,0.473504274,0.710271839,0.738174075,0.217435897,0.248427673,0.072378139,0.684536341,0.655681499,0.651973856
Wilson Chandler,0.55,0.496688742,734,0.249318801,0.240437158,0.06010929,0.038251366,0.661202186,0.018262254,0.182561308,,0.066,0.115,,0.407356948,0.664850136,0.44819395,0.511368138,0.416750494,0.18514637,0.29245283,0.129985229,0.086087152,0.021201718,0.075020926
Yogi Ferrell,0.15,0.119205298,484,0.349173554,0.177514793,0.218934911,0.195266272,0.408284024,0,0.045454545,0.052,0.448,,,0.415289256,0.690082645,0.238927739,0.590697658,0.347781112,0.601671056,0.822327044,0.728212703,0.040798018,0.006430604,0.036406849
Yuta Watanabe,0.55,0.364238411,99,0.292929293,0.448275862,0.206896552,0.068965517,0.275862069,0,0.181818182,,,,,0.454545455,0.707070707,0.427350427,0.435018746,0.485789489,0.196100196,0.342767296,0.220088626,0.279239766,0,0.177989041
Zach Collins,0.7,0.59602649,86,0.220930233,0.473684211,0.105263158,0.052631579,0.368421053,0.623464855,0.23255814,,,,,0.372093023,0.697674419,0.757304711,0.408326183,0.442176155,0.135445949,0.257861635,0.05465288,0.688822347,0.180954196,0.307341541
Zach LaVine,0.45,0.264900662,2085,0.575059952,0.443703086,0.059216013,0.092577148,0.402835696,0.025716056,0.046043165,0.114,0.372,,0.007,0.416786571,0.7117506,0.264772797,0.643818115,0.599991064,0.506531039,0.633647799,0.488921713,0.081447323,0.029855273,0.089794831
Zach Norvell Jr.,0.4,0.298013245,41,0.292682927,0,0.166666667,0.166666667,0.666666667,0,0,,,,,0.414634146,0.682926829,0.250156348,0.420164448,0.436466563,0.189404092,0.311320755,0.202363368,0,0.075912492,0.107444604
Zhaire Smith,0.3,0.298013245,32,0.34375,0.545454545,0.090909091,0.090909091,0.272727273,0,0.0625,,,,,0.40625,0.8125,0.268429487,0.25881524,0.34951424,0.121336996,0.261006289,0.11225997,0,0,0.137663399
Zion Williamson,0.45,0.821192053,565,0.516814159,0.907534247,0.034246575,0.01369863,0.044520548,0.047449538,0.07079646,0.048,,0.094,0.215,0.384070796,0.679646018,0.405945087,0.499563801,0.580008056,0.17867678,0.287735849,0.159527326,0.44035864,0.7491824,0.674428828
Zylan Cheatham,0.4,0.397350993,31,0.161290323,0.6,0.2,0,0.2,0.432403045,0,,,,,0.419354839,0.709677419,0.599669148,0.427462589,0.342749448,0.125251093,0.191823899,0.047267356,0.636975503,0,0.21315623
